n_unique_values,std_dev,max_relative_frequency,norm_entropy,min_value,max_value,range_value,shannon_entropy,simpson_index,skewness_probs,kurtosis_probs,dispersion_index,uniformity,top2_ratio,top3_ratio,variable,dataset,type
2,0.414691393533728,0.779342218400688,0.761366775298852,1,2,1,0.527739233670417,0.343935850037965,0,0,0.31212829992407,0.761366775298852,1,1,DIPINP,SN267,N
3,0.815797833273935,0.779342218400688,0.518809126706483,1,3,2,0.569970082072913,0.348350460528866,0.279325348004326,-2.33333333333333,0.477474309206701,0.518809126706483,0.989496751695806,1,DIPAUP,SN267,N
17609,386.303009548804,2.8025850710057e-4,0.952964885929841,8.3,4871,4862.7,9.31634235854639,0.999888829590419,1.01458543049242,-0.00625346256684933,5.43843561059044e-5,0.952964885929841,5.5005960721979e-4,8.19860707339e-4,COEF,SN267,S
17609,0.386303009548804,2.8025850710057e-4,0.952964885929841,0.0083,4.871,4.8627,9.31634235854639,0.999888829590419,1.01458543049242,-0.00625346256684933,5.43843561059044e-5,0.952964885929841,5.5005960721979e-4,8.19860707339e-4,COEFMIG,SN267,S
19827,5683.20198682201,1.9738140667149e-4,0.986624679726332,1,19827,19826,9.76245380610934,0.999935722248281,0.786769945704805,0.224525782616932,1.38421760986655e-5,0.986624679726332,3.9476281334298e-4,5.9214422001447e-4,PROFAM,AVQ2021,N
9,1.08765258656251,0.434831238897296,0.603226445529602,1,9,8,1.32542397181681,0.688270076609404,0.968362561960871,-0.720408648805322,0.225696163814421,0.603226445529602,0.734236901550541,0.896265105160427,PROIND,AVQ2021,N
9,1.28507556824624,0.274754918086716,0.736885901159487,1,9,8,1.61910381272017,0.779432323247898,0.319363942381614,-1.8843099342486,0.123138636346114,0.736885901159487,0.520911463473474,0.767046077592824,NCOMP,AVQ2021,S
1,0,1,0,2021,2021,0,0,0,0,0,NA,0,1,1,ANNO,AVQ2021,S
17,2.66670852891216,0.434831238897296,0.489407194833741,1,17,16,1.38659499508007,0.686286022468054,1.9107369882757,2.33762612705623,0.270821101127692,0.489407194833741,0.712963572164835,0.928460205715288,RELPAR,AVQ2021,N
15,3.62408099436639,0.160514946158739,0.900308490007769,1,15,14,2.43808058741957,0.897343924679563,0.51588602733289,-1.34429671961954,0.0385600807004678,0.900308490007769,0.302081277277014,0.43638835888326,ETAMi,AVQ2021,O
2,0.499703305481311,0.517380529420795,0.999128197655974,1,2,1,0.692542893223178,0.499395834394106,0,0,0.00120833121178852,0.999128197655974,1,1,SESSO,AVQ2021,N
5,1.56171003449674,0.455365870291651,0.738829761386466,1,9,8,1.18910062881002,0.643435566554974,0.294886339494696,-2.12595687989906,0.195705541806282,0.738829761386466,0.823213839194381,0.91368689050033,STCIVMi,AVQ2021,N
3,0.767685357346997,0.964122667725288,0.15237493713753,1,6,5,0.167400978424321,0.0694419070483145,0.383792660583029,-2.33333333333333,0.895837139427528,0.15237493713753,0.995881302104009,1,STCPM,AVQ2021,N
77,16.3723590018803,0.0216592151018381,0.952175490981951,1941,2021,80,4.13606506028359,0.98315897486013,-0.680449942182662,-1.00448692264594,0.00390472283907835,0.952175490981951,0.0431197218082464,0.0641828117237953,AMATR,AVQ2021,S
5,12.8682233830824,0.346593621422564,0.87581809061768,1,99,98,1.40957483943574,0.737681322239166,-0.266920271052565,-1.71100910333329,0.0778983472010419,0.87581809061768,0.615557727717033,0.83528449000932,ISTRMi,AVQ2021,O
4,1.26596439839028,0.494296670818983,0.723121891736222,1,9,8,1.00245980091627,0.589883109518588,0.0204652164919637,-2.33078387226478,0.213489187308549,0.723121891736222,0.890036882342884,0.984587577245304,CONDMi,AVQ2021,N
2,0.460457048175347,0.694906422337053,0.887428415806379,1,2,1,0.615118504364971,0.424022973063541,0,0,0.151954053872919,0.887428415806379,1,1,LAVPAS,AVQ2021,N
5,15.7619790823231,0.359792239535594,0.841939710192182,1,99,98,1.35504968956708,0.7077978075952,0.119965983453931,-2.14640729513153,0.115252740506,0.841939710192182,0.719553926061717,0.86269477543538,POSIZMi,AVQ2021,N
5,26.2166524633122,0.547862945955493,0.776861728342872,1,99,98,1.2503107183141,0.634490211004695,0.855224807778103,-1.18692899800622,0.206887236244131,0.776861728342872,0.748086659602025,0.878547038737784,ATECOMi,AVQ2021,N
8,0.99468337633081,0.663355045288067,0.522043693440135,1,8,7,1.08555934271139,0.522818990732963,1.65299811484082,1.1865819488507101,0.402492582019471,0.522043693440135,0.821874246112683,0.92087198719214,TIPFA2Mi,AVQ2021,N
25,69.830803143852,0.093164023948944,0.916594664363067,10,999,989,2.95040440632146,0.944005572593784,-0.101476593704676,-0.887937372098292,0.0166608618814746,0.916594664363067,0.165471412592934,0.235673399565761,REGMf,AVQ2021,N
6,1.34043001487838,0.274579467947453,0.878260752797089,1,9,8,1.57363202027554,0.785514673623168,-0.586199764116119,-1.32065939240254,0.057382391652198,0.878260752797089,0.498190670438845,0.699541636511174,RIPMf,AVQ2021,N
14001,7929092.3073214,0.00407921573787749,0.978800731490445,566642,66718419,66151777,9.34449707653847,0.999858594140808,23.6545367405825,1023.98100526769,6.99873881823969e-5,0.978800731490445,0.00664517402460688,0.00918920104392833,COEFIN,AVQ2021,S
6,1.91512265297261,0.311601667893059,0.804676794498998,1,6,5,1.44178726621166,0.73723610298179,-0.0324087890706141,-2.17201266842756,0.115316676421852,0.804676794498998,0.615673289183223,0.868628893794457,REDPRMi,AVQ2021,N
3,1.14741660858963,0.94795710244095,0.217358349869238,1,9,8,0.238792554210967,0.0999321409156495,0.384622208383945,-2.33333333333333,0.850101788626525,0.217358349869238,0.980722415948418,1,CITTMi,AVQ2021,N
5,1.15318978934639,0.515151515151515,0.700580310231349,1,5,4,1.12754051199118,0.627384960718294,0.420844425401482,-1.68304721419973,0.215768799102132,0.700580310231349,0.782828282828283,0.96969696969697,MOTAS,AVQ2021,N
3,0.516499562457773,0.919677093844601,0.283150732063751,1,3,2,0.311072873790608,0.149231763978735,0.379095942322318,-2.33333333333333,0.776152354031898,0.283150732063751,0.989303733602422,1,DADLEZOL,AVQ2021,N
3,0.945218512079708,0.599596367305752,0.743494615143365,1,3,2,0.816812320755068,0.513023589703904,-0.074099275143635,-2.33333333333333,0.230464615444144,0.743494615143365,0.953582240161453,1,DADVID,AVQ2021,N
3,0.476836665793366,0.931584258324924,0.253175987126457,1,3,2,0.278142250652805,0.128647148249482,0.381158647483561,-2.33333333333333,0.807029277625776,0.253175987126457,0.989909182643794,1,DADCOMP,AVQ2021,N
2,0.402369151019701,0.796871741397289,0.728140663739434,1,2,1,0.504708648122036,0.323734338319482,0,0,0.352531323361035,0.728140663739434,1,1,DADPC,AVQ2021,N
2,0.49536475723404,0.56830031282586,0.986497673295756,1,2,1,0.683788080873899,0.490670134535779,0,0,0.0186597309284415,0.986497673295756,1,1,DADTB,AVQ2021,N
2,0.480280518027768,0.639207507820647,0.94333905151995,1,2,1,0.653872803873146,0.461242539532729,0,0,0.0775149209345414,0.94333905151995,1,1,DADCELL,AVQ2021,N
3,0.434367786393988,0.824445907395216,0.473052041888955,1,3,2,0.519700786398747,0.294769074569028,0.338350170749993,-2.33333333333333,0.557846388146458,0.473052041888955,0.983322361202546,1,DADFREQ,AVQ2021,O
3,0.660233159462308,0.516129032258065,0.888852056377703,1,3,2,0.976503791944464,0.592515865527761,-0.0937459908717636,-2.33333333333333,0.111226201708359,0.888852056377703,0.867676102699144,1,DADDIFF,AVQ2021,O
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,DADDIF3_BIS,AVQ2021,N
6,1.31032261604097,0.307007575757576,0.847600817848854,1,6,5,1.51869679150613,0.757994002525253,0.0220248928484129,-1.94476748371915,0.090407196969697,0.847600817848854,0.607575757575758,0.807007575757576,DADLEZOLAS,AVQ2021,N
2,0.386098954322106,0.817755720981527,0.684962154751912,1,2,1,0.474779586356553,0.29806260356702,0,0,0.403874792865961,0.684962154751912,1,1,DADPCAS,AVQ2021,N
2,0.490032925202009,0.599669148056245,0.971143801461639,1,2,1,0.673145587901402,0.480132121851485,0,0,0.0397357562970306,0.971143801461639,1,1,DADTBAS,AVQ2021,N
2,0.486701805027366,0.614833195478357,0.961609580541518,1,2,1,0.666536969551785,0.473626674432459,0,0,0.052746651135082,0.961609580541518,1,1,DADCELLAS,AVQ2021,N
3,0.624730864422004,0.526330300523849,0.842390957573381,1,3,2,0.925461057853013,0.56905059615911,-0.206908849416466,-2.33333333333333,0.146424105761335,0.842390957573381,0.907637165701682,1,DADDIFFAS,AVQ2021,O
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,DADDIFAS3_BIS,AVQ2021,N
1,0,1,0,1,1,0,0,0,0,0,NA,0,1,1,DOMRIF,AVQ2021,N
1,0,1,0,2,2,0,0,0,0,0,NA,0,1,1,MEMFAM,AVQ2021,N
1,0,1,0,3,3,0,0,0,0,0,NA,0,1,1,NIDLON,AVQ2021,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,NODELE,AVQ2021,N
1,0,1,0,5,5,0,0,0,0,0,NA,0,1,1,MALAT,AVQ2021,N
1,0,1,0,6,6,0,0,0,0,0,NA,0,1,1,ABBAND,AVQ2021,N
1,0,1,0,7,7,0,0,0,0,0,NA,0,1,1,NONVUO,AVQ2021,N
1,0,1,0,9,9,0,0,0,0,0,NA,0,1,1,TPICC,AVQ2021,N
1,0,1,0,10,10,0,0,0,0,0,NA,0,1,1,NDTROPPO,AVQ2021,N
1,0,1,0,11,11,0,0,0,0,0,NA,0,1,1,ORARIS,AVQ2021,N
1,0,1,0,12,12,0,0,0,0,0,NA,0,1,1,ALNIDO,AVQ2021,N
4,0.165319394151324,0.99221524173723,0.037906227321176,1,4,3,0.0525491891866751,0.0154807381996142,0.749975581374034,-1.68751630740596,0.979359015733848,0.037906227321176,0.996995356459984,0.999135026859692,LEZPR,AVQ2021,N
4,0.160177967754137,0.989984521533279,0.0457447957604459,1,4,3,0.0634157524132872,0.0198713897266624,0.749920536830305,-1.68755325823326,0.973504813697784,0.0457447957604459,0.997450605481198,0.999089501957571,INFOR,AVQ2021,N
4,0.270365098338834,0.976964399526541,0.0922104321991154,1,4,3,0.127830802194062,0.0452587609239973,0.749665631512674,-1.68772447327659,0.93965498543467,0.0922104321991154,0.992624965856323,0.998474915778931,LING,AVQ2021,N
4,0.257752595057487,0.979991805517618,0.0820053078446789,1,4,3,0.113683495846979,0.0394045716684528,0.74975316526691,-1.68766529236938,0.947460571108729,0.0820053078446789,0.993398889192388,0.998930164800146,ARTCUL,AVQ2021,N
27,36.2014567370069,0.325801167625688,0.564027167916178,1,99,98,1.85894153344615,0.797479629141702,2.34453765415933,4.77470961023292,0.171848077429771,0.564027167916178,0.550674114830526,0.713889705573523,USORA,AVQ2021,S
62,33.8543768473318,0.244445377798312,0.558507138119319,0,99,99,2.30503401402537,0.861218667756551,3.49139477863906,12.33199425407,0.124662993427767,0.558507138119319,0.416481162585577,0.579696753328573,USMIN,AVQ2021,S
6,40.1980930233225,0.725633852848453,0.426889292086033,0,99,99,0.76488293140721,0.426393107109967,1.14942125188903,-0.485070551676015,0.48832827146804,0.426889292086033,0.934372363571778,0.993206340748635,HHSCLA,AVQ2021,S
59,35.1603007800901,0.208738510723325,0.601941891075855,0,99,99,2.45444059991722,0.880537831963675,2.94372146076286,8.26536283099237,0.104280481278331,0.601941891075855,0.369210958660805,0.499134141467963,MMSCLA,AVQ2021,S
2,0.329558270465747,0.876026819412992,0.540674826598423,1,2,1,0.374767231656434,0.217207662164298,0,0,0.565584675671405,0.540674826598423,1,1,DIVCOM,AVQ2021,N
1,0,1,0,1,1,0,0,0,0,0,NA,0,1,1,STCOM,AVQ2021,N
1,0,1,0,2,2,0,0,0,0,0,NA,0,1,1,STPROV,AVQ2021,N
1,0,1,0,3,3,0,0,0,0,0,NA,0,1,1,STREG,AVQ2021,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,ALTREG,AVQ2021,N
1,0,1,0,5,5,0,0,0,0,0,NA,0,1,1,ESTERO,AVQ2021,N
3,0.485162112634859,0.754673415922916,0.642902928522183,1,3,2,0.706301057695185,0.395398088761606,0.353363609436437,-2.33333333333333,0.406902866857591,0.642902928522183,0.927223480307269,1,USOMT,AVQ2021,O
1,0,1,0,1,1,0,0,0,0,0,NA,0,1,1,TRENO,AVQ2021,N
1,0,1,0,2,2,0,0,0,0,0,NA,0,1,1,TRAM,AVQ2021,N
1,0,1,0,3,3,0,0,0,0,0,NA,0,1,1,METRO,AVQ2021,N
1,0,1,0,4,4,0,0,0,0,0,NA,0,1,1,BUS,AVQ2021,N
1,0,1,0,5,5,0,0,0,0,0,NA,0,1,1,COR,AVQ2021,N
1,0,1,0,6,6,0,0,0,0,0,NA,0,1,1,PAZSC,AVQ2021,N
1,0,1,0,7,7,0,0,0,0,0,NA,0,1,1,AUTOC,AVQ2021,N
1,0,1,0,8,8,0,0,0,0,0,NA,0,1,1,AUTOP,AVQ2021,N
1,0,1,0,9,9,0,0,0,0,0,NA,0,1,1,MOTO,AVQ2021,N
1,0,1,0,10,10,0,0,0,0,0,NA,0,1,1,BICI,AVQ2021,N
1,0,1,0,11,11,0,0,0,0,0,NA,0,1,1,ALMEZ,AVQ2021,N
11,2.84081833335875,0.246483180428135,0.856365185771269,1,11,10,2.05347403075002,0.8463500079492,0.631187282371139,-1.06902701618294,0.0690149912558801,0.856365185771269,0.443425076452599,0.585321100917431,MTPUSO,AVQ2021,N
4,0.759184591775759,0.787979608264019,0.521582199876616,1,4,3,0.72306646254946,0.360081952242424,0.72743211415773,-1.70392838228902,0.519890730343435,0.521582199876616,0.910383686611215,0.957177354440569,CARPOO,AVQ2021,O
3,0.54272743814893,0.669037321800416,0.733378182838768,1,3,2,0.805698283907759,0.4794113936842,0.223455182411552,-2.33333333333333,0.280882909473699,0.733378182838768,0.929937530033638,1,TLADO,AVQ2021,O
3,0.694691131925175,0.504474331466848,0.931529523817086,4,6,2,1.0233897821226,0.616255227477645,0.174638612373725,-2.33333333333333,0.0756171587835321,0.931529523817086,0.809147522110001,1,TLAV,AVQ2021,O
2,0.206884745059225,0.955191891228149,0.26391865370263,1,2,1,0.182934470711154,0.0856006843202828,0,0,0.828798631359434,0.26391865370263,1,1,PROSOC,AVQ2021,N
5,0.629508548367951,0.845540607872446,0.352061961540488,1,5,4,0.566621868429177,0.272358653035254,1.04036875034269,-0.962470157051039,0.659551683705933,0.352061961540488,0.953662182361734,0.983059292476333,NPROSOM,AVQ2021,O
2,0.161086229807485,0.973341112582187,0.177349078567229,3,4,1,0.122929013783779,0.0518963822789147,0,0,0.896207235442171,0.177349078567229,1,1,GUMED,AVQ2021,N
5,0.713399416418655,0.802188552188552,0.421908785177014,1,5,4,0.679035994452901,0.336269541656747,1.01618091178659,-0.995547807301411,0.579663072929066,0.421908785177014,0.938552188552189,0.974747474747475,NGUMEDM,AVQ2021,O
2,0.125888256234389,0.983893069751769,0.118984923225155,5,6,1,0.0824740640626579,0.0316949940924192,0,0,0.936610011815162,0.118984923225155,1,1,ASSDO,AVQ2021,N
16,5.68872580934654,0.534170153417015,0.64327674182277494,1,20,19,1.78354183965698,0.687048351550023,3.01240878933381,8.11207936189641,0.267148425013308,0.64327674182277494,0.656903765690377,0.726638772663877,NASSDOM,AVQ2021,O
2,0.147130718787236,0.977862986824799,0.153276746022051,1,2,1,0.106243344350588,0.0432939316457643,0,0,0.913412136708471,0.153276746022051,1,1,RICOV,AVQ2021,N
4,0.540848758640134,0.901309164149043,0.299896509584316,1,4,3,0.415744840156275,0.183339773175572,0.74585489419431,-1.69037414934251,0.755546969099237,0.299896509584316,0.960725075528701,0.980866062437059,NNRICAM,AVQ2021,O
20,5.91166176746681,0.188331627430911,0.890501626810527,1,20,19,2.66770446308863,0.911616095477455,1.51026038960634,2.03571909955655,0.0404041100237312,0.890501626810527,0.309109518935517,0.407369498464688,GGRICAM,AVQ2021,O
2,0.282561564043067,0.91260162601626,0.42772578897549,1,2,1,0.296476924681139,0.159519796417476,0,0,0.680960407165047,0.42772578897549,1,1,CONSPE,AVQ2021,N
3,1.923807473914,0.528571428571429,0.811956644533847,1,5,4,0.892025547550609,0.555510204081633,-0.260171436594255,-2.33333333333333,0.166734693877551,0.811956644533847,0.928571428571429,1,CONDIR,AVQ2021,N
3,1.7874018000453,0.590909090909091,0.852819625189457,2,6,4,0.93691812025046906,0.557851239669422,0.242286795517334,-2.33333333333333,0.163223140495868,0.852819625189457,0.863636363636364,1,CONASS,AVQ2021,N
5,0.744225734755691,0.47883064516129,0.603020000162534,1,5,4,0.9705232502176,0.567804533038502,0.289468763746265,-2.24120203450996,0.290244333701873,0.603020000162534,0.926411290322581,0.973790322580645,QASSAM,AVQ2021,O
5,0.777079805419047,0.460685483870968,0.624457039176664,1,5,4,1.00502483353727,0.578606675988554,0.283296642659875,-2.248855702882,0.276741655014308,0.624457039176664,0.914314516129032,0.967741935483871,QASSIN,AVQ2021,O
5,0.964015468194624,0.499494438827098,0.787916633076739,1,5,4,1.26810290111113,0.659219053675363,0.594270237153481,-1.51472013509625,0.175976182905796,0.787916633076739,0.748230535894843,0.903943377148635,QVITTO,AVQ2021,O
5,0.908267472021232,0.493440968718466,0.721194775218753,1,5,4,1.16071821348645,0.624695926303431,0.391968369996824,-2.0019958986696,0.219130092120711,0.721194775218753,0.841574167507568,0.9313824419778,QSERIG,AVQ2021,O
4,0.894882987978941,0.438471688371293,0.877303913998167,1,4,3,1.21620146896407,0.676090177677569,-0.0440323906111908,-1.88838738464049,0.0985464297632418,0.877303913998167,0.706786759222076,0.944696230853078,VSPESA,AVQ2021,N
2,0.456462142684629,0.704094041345764,0.87622864866245,1,2,1,0.607355417346228,0.416691244574307,0,0,0.166617510851386,0.87622864866245,1,1,VISPRE,AVQ2021,N
4,0.882695923482573,0.36009478012405,0.888336589608085,1,4,3,1.23149600495016,0.69163112880703,-0.614471839602373,-1.77470353720083,0.0778251615906267,0.888336589608085,0.677399121890027,0.952679629242456,ASPESA,AVQ2021,N
2,0.366642274848145,0.839974788150431,0.634369865976123,1,2,1,0.43971168403354,0.26883428684414,0,0,0.46233142631172103,0.634369865976123,1,1,ACCPRE,AVQ2021,N
2,0.49719687276996,0.554806070826307,0.991315699150513,1,2,1,0.687127681910989,0.493992589201164,0,0,0.0120148215976727,0.991315699150513,1,1,MINCDO,AVQ2021,N
4,0.540241365097879,0.869318181818182,0.356645237712004,1,4,3,0.494415281960414,0.235185663452709,0.735412615119851,-1.69790706350758,0.686419115396388,0.356645237712004,0.960227272727273,0.984848484848485,MNINCDM,AVQ2021,O
2,0.422072263281322,0.768065242095412,0.781368804112739,1,2,1,0.541603583548241,0.356282051960656,0,0,0.287435896078688,0.781368804112739,1,1,SPOCON,AVQ2021,N
2,0.347808903000525,0.859210908035973,0.586301647643528,1,2,1,0.406393334021762,0.241935047095943,0,0,0.516129905808114,0.586301647643528,1,1,SPOSAL,AVQ2021,N
4,1.03623655522222,0.518350947091198,0.856508960397114,1,4,3,1.18737354204718,0.642271216024256,0.534608776793778,-1.87095354400632,0.143638378634326,0.856508960397114,0.767262045446872,0.884289428368842,ATTFIS,AVQ2021,N
7,1.53693957592395,0.325907482636614,0.872812060531785,1,7,6,1.69841384680668,0.785470738412061,0.531599181823309,-1.4875814510338,0.0836174718525959,0.872812060531785,0.575874721530599,0.735159218975233,FREQSPO,AVQ2021,O
6,1.26791300995823,0.345564146245577,0.867995875239549,1,6,5,1.55523982871136,0.760793807737961,0.198539757044833,-1.76063086239184,0.0870474307144466,0.867995875239549,0.576595465862928,0.797208753767527,ORESETSP,AVQ2021,O
2,0.431378199823355,0.752834021361641,0.806755329155244,1,2,1,0.559200181805668,0.372149915284203,0,0,0.255700169431595,0.806755329155244,1,1,SPPAG,AVQ2021,N
2,0.392490229783086,0.809776554616342,0.701938656359612,1,2,1,0.486546800581702,0.308076972420056,0,0,0.383846055159887,0.701938656359612,1,1,SPRIV,AVQ2021,N
2,0.400738640348745,0.799030207719022,0.72386344441827,1,2,1,0.501743905608934,0.321161869743037,0,0,0.357676260513927,0.72386344441827,1,1,RETTA,AVQ2021,N
7,1.52661547600138,0.231618483951741,0.921786165180825,1,7,6,1.79371305408414,0.822509118737988,-0.424857164886727,-1.5216581219986,0.0404060281390143,0.921786165180825,0.428181197359435,0.617095379012065,AMICI,AVQ2021,O
2,0.499968225507758,0.506155615928727,0.999890665169634,1,2,1,0.69307139543054,0.499924216785076,0,0,1.5156642984799e-4,0.999890665169634,1,1,PARENT,AVQ2021,N
3,0.809106595568331,0.350343882321267,0.99844337237046,1,3,2,1.09690215842542,0.665541509866963,-0.348301734763701,-2.33333333333333,0.00168773519955556,0.99844337237046,0.693761166997087,1,VICINI,AVQ2021,O
5,1.16042428071104,0.293924687696594,0.935115914429903,1,5,4,1.50501100520397,0.766224069397424,-0.58647128689537,-1.39986507731677,0.0422199132532202,0.935115914429903,0.548126179563225,0.751078457805338,CPESO,AVQ2021,O
3,0.519001344232048,0.545350197558661,0.677974450477512,1,3,2,0.744831062697603,0.506593264131432,-0.328522358093052,-2.33333333333333,0.240110103802852,0.677974450477512,0.987903670838576,1,FARM,AVQ2021,N
3,0.551951042253185,0.687565941589782,0.750908796000969,1,3,2,0.82495763095564,0.47455008343384,0.350078202075255,-2.33333333333333,0.28817487484924,0.750908796000969,0.887916133521898,1,PASTO,AVQ2021,N
7,1.64232948180953,0.406233135456017,0.837387306048148,1,7,6,1.62948045752918,0.750723319755459,1.00895195857489,-0.680335599036499,0.124156126951964,0.837387306048148,0.643011332973556,0.742692030940817,COLAZ,AVQ2021,N
9,1.85735695606592,0.794612029801926,0.397258362592243,1,9,8,0.87286583784002,0.359266518685445,2.0445622707579,2.54720083947901,0.595825166478874,0.397258362592243,0.875658731600945,0.907141559149555,LPRAN,AVQ2021,N
4,1.01592727101312,0.492631578947368,0.837014330538128,1,4,3,1.16034824660155,0.644827085257002,0.220072093752284,-1.95426027715445,0.140230552990664,0.837014330538128,0.771228070175439,0.951578947368421,MENSA,AVQ2021,N
5,0.800306127768874,0.498494382022472,0.71885701003259606,1,5,4,1.15695572556548,0.640142249715945,0.363644918959274,-1.72004297341819,0.199822187855069,0.71885701003259606,0.760112359550562,0.965303370786517,PANPAS,AVQ2021,O
5,0.841746640872958,0.514831277213353,0.749295906900836,1,5,4,1.2059452401979,0.635915147849671,0.556695939722056,-1.65975499072224,0.205106065187911,0.749295906900836,0.801546625544267,0.904889332365747,SALUMI,AVQ2021,O
5,0.677768135104704,0.695921865836604,0.594889967519051,1,5,4,0.95743846745185,0.480818854341467,0.97844314604814,-1.0392774957097899,0.398976432073166,0.594889967519051,0.853724004150314,0.945008345739162,POLLO,AVQ2021,O
5,0.897755665842286,0.453191779576248,0.729531856727907,1,5,4,1.17413622854634,0.657804049768994,0.128164410247067,-1.96114879101009,0.177744937788757,0.729531856727907,0.74695371464945,0.970514685823406,COV,AVQ2021,O
5,0.731559851266191,0.561991708764697,0.659914912462999,1,5,4,1.06209207909858,0.580136299380891,0.560178497051675,-1.71067287620123,0.274829625773886,0.659914912462999,0.872822418050427,0.946854540923816,CBOV,AVQ2021,O
5,0.814332314426499,0.41014410529899,0.732636337523882,1,5,4,1.1791326976378,0.654311240310142,0.119111741518776,-2.19676223155112,0.182110949612322,0.732636337523882,0.798025643935096,0.958947010098718,CMAIAL,AVQ2021,O
5,1.33029002144061,0.395819651713128,0.905139381219477,1,5,4,1.45676563617177,0.736470151312469,0.49500267838518,-1.60407855868091,0.0794123108594133,0.905139381219477,0.632192757988179,0.816345478837836,LATTE,AVQ2021,O
5,0.832172833937368,0.58103195212826,0.738832919375491,1,5,4,1.18910571139728,0.604337057500206,0.884301765205462,-1.14241021527217,0.244578678124742,0.738832919375491,0.753934740882917,0.908817884159422,FORM,AVQ2021,O
5,0.663676861524487,0.634138094271996,0.595723381473776,1,5,4,0.958779795467337,0.520445789841192,0.730980493145295,-1.44112528323801,0.34944276269851,0.595723381473776,0.906111223822727,0.949550280651924,UOVA,AVQ2021,O
5,0.706835263834172,0.591255352715799,0.632759589637044,1,5,4,1.0183872730181,0.55648749485002,0.628516498527537,-1.60513058518126,0.304390631437475,0.632759589637044,0.888708586883029,0.951566373675907,PESCE,AVQ2021,O
5,0.985185747580565,0.375800342681937,0.843504871289474,1,5,4,1.35756871917613,0.707920703086508,0.104248193317905,-2.15357125417385,0.115099121141865,0.843504871289474,0.713003877716656,0.885539724050861,VERD,AVQ2021,O
5,0.917144654996355,0.444169016646957,0.803774113423038,1,5,4,1.29362453117614,0.678797295640174,0.333826263597011,-1.94382152238456,0.151503380449782,0.803774113423038,0.75775493495861,0.894569271354498,POMOD,AVQ2021,O
5,0.992293000704982,0.398532291830808,0.807080243314151,1,5,4,1.29894554196633,0.689171448979845,0.114342192948306,-2.1431668424623602,0.138535688775194,0.807080243314151,0.741552799225626,0.915426693379556,FRUTTA,AVQ2021,O
9,0.63782657733206,0.641308849924065,0.360741627263542,1,9,8,0.792630369491716,0.481860966028338,1.45608799448573,0.523129831428205,0.457906413218119,0.360741627263542,0.96731326798288,0.990715173270744,PZVERD,AVQ2021,S
9,0.755253903829801,0.524861878453039,0.444734713906721,1,9,8,0.97718204379044,0.567286112846181,1.17258134865387,-0.506735456809505,0.361803123048046,0.444734713906721,0.915791390929512,0.980541557889624,PZFRUTTA,AVQ2021,S
5,0.795928752868351,0.507264114593957,0.701054703823832,1,5,4,1.12830401902433,0.621787660844106,0.396751306548524,-1.86372619158883,0.222765423944867,0.701054703823832,0.826975816504612,0.959860383944154,LEGUMI,AVQ2021,O
5,0.616099769435547,0.648234148109553,0.554569621935024,1,5,4,0.892545374626473,0.498520084206171,0.71416868930191,-1.47213199467367,0.376849894742286,0.554569621935024,0.929796343701153,0.962485558299164,PATATE,AVQ2021,O
5,0.912533107021737,0.366221838270398,0.776959217227717,1,5,4,1.25046762062141,0.687677980057648,-0.138486530456025,-2.19187402574815,0.140402524927939,0.776959217227717,0.712005819901334,0.950780912542342,SNACK,AVQ2021,O
5,0.915355170790942,0.382524932003626,0.816160532941246,1,5,4,1.31355970434806,0.690201087613194,0.193029344446218,-2.18804231404336,0.137248640483508,0.816160532941246,0.754850407978241,0.86643245693563,DOLCI,AVQ2021,O
3,0.414215256160291,0.882612732996625,0.384316953365718,1,3,2,0.422215327711067,0.21180733873619,0.376169853617405,-2.33333333333333,0.682288991895715,0.384316953365718,0.975199873168301,1,CGRAS,AVQ2021,N
3,0.257749709524046,0.961676185295984,0.168154930327279,1,3,2,0.184737072857678,0.0742822437974696,0.384425651376995,-2.33333333333333,0.888576634303795,0.168154930327279,0.989846795394796,1,FGRAS,AVQ2021,N
3,0.780786096172106,0.377816526642361,0.986783617439402,1,3,2,1.0840926083753,0.657413359610119,-0.374280250534365,-2.33333333333333,0.0138799605848211,0.986783617439402,0.744967050884304,1,QTSALE,AVQ2021,O
2,0.499864110655118,0.51189745687598,0.999591535983653,1,2,1,0.692864054878654,0.499716901039768,0,0,5.6619792046322e-4,0.999591535983653,1,1,IODIO,AVQ2021,N
6,1.5112682517036,0.52413081060315,0.695650049421353,1,6,5,1.24643756331967,0.632672385749753,0.819236776598929,-1.18336807819899,0.240793137100296,0.695650049421353,0.807313676527084,0.897402036112178,ACMIN,AVQ2021,O
6,1.20528234830263,0.429066927210552,0.727528431092553,1,6,5,1.30355595554271,0.672254416187832,0.497495513399224,-1.86200740227236,0.193294700574601,0.727528431092553,0.784904738641915,0.887982413287738,BGAS,AVQ2021,O
6,1.03732347388165,0.486429961089494,0.646738934616915,1,6,5,1.15880061021832,0.633510476123787,0.55894302324846,-1.65663174361716,0.239787428651456,0.646738934616915,0.820160505836576,0.948929961089494,BIRRA,AVQ2021,O
