REFYEAR,SEX,AGE,STAPRO,HWACTUAL,COEFF
2013,1,47,5,36,0.3242104404
2013,1,20,9,99,0.1478901087
2013,2,32,5,40,0.0795262896
2013,1,7,9,99,0.0874776546
2013,1,47,9,99,0.0811084146
2013,1,20,9,99,0.2084308882
2013,1,32,9,99,0.161896297
2013,1,65,5,0,0.1234800508
2013,1,32,0,40,0.1463890304
2013,1,65,9,99,0.1173355545
2013,1,47,5,38,0.1318996713
2013,1,65,0,19,0.0962392781
2013,2,47,5,34,0.2475370567
2013,1,65,9,99,0.0269689133
2013,1,7,9,99,0.2286728946
2013,2,65,9,99,0.1151970279
2013,1,47,9,99,0.1436289231
2013,2,75,9,99,0.2127052559
2013,1,47,5,40,0.0612019116
2013,1,7,9,99,0.1121649874
2013,2,65,9,99,0.0548148009
2013,2,7,9,99,0.2086144568
2013,2,47,9,99,0.0844988663
2013,1,47,5,36,0.1358577361
2013,1,32,5,40,0.1944066405
2013,2,32,9,99,0.2296220622
2013,1,32,9,99,0.1575417893
2013,2,75,9,99,0.1645443109
2013,1,20,9,99,0.0774398102
2013,2,65,0,30,0.1814910951
2013,2,75,9,99,0.0912769019
2013,2,47,5,36,0.0914613824
2013,2,75,9,99,0.0358243771
2013,1,65,9,99,0.1895857624
2013,2,47,5,18,0.2033551983
2013,1,32,9,99,0.1260778589
2013,1,65,9,99,0.114033098
2013,1,47,5,40,0.1078670347
2013,2,7,9,99,0.0265599924
2013,2,47,5,36,0.2608834016
2013,2,47,5,18,0.1547952145
2013,2,20,9,99,0.0584779384
2013,1,20,5,40,0.1352460368
2013,1,47,0,55,0.1181124937
2013,1,65,9,99,0.0932808628
2013,2,65,9,99,0.0924343302
2013,2,75,9,99,0.1389025945
2013,2,65,9,99,0.137329143
2013,1,65,5,36,0.1443102809
2013,2,75,9,99,0.1263091676
2013,2,32,5,0,0.5135954991
2013,2,75,9,99,0.0580636832
2013,1,32,5,40,0.1002289554
2013,2,20,9,99,0.1992448051
2013,2,32,9,99,0.1040762843
2013,1,65,9,99,0.167003933
2013,1,20,9,99,0.1059709129
2013,2,65,5,36,0.0852651083
2013,2,65,9,99,0.154594737
2013,1,32,5,36,0.1918709513
2013,2,7,9,99,0.1455224559
2013,2,47,9,99,0.1243471095
2013,2,47,9,99,0.2231825729
2013,2,65,9,99,0.0219052772
2013,2,47,5,37,0.2196849302
2013,1,32,9,99,0.1062376974
2013,2,65,9,99,0.0515155743
2013,1,47,5,32,0.1771937308
2013,2,47,0,60,0.2346770185
2013,2,32,5,0,0.1093371771
2013,2,65,5,0,0.1910681808
2013,1,65,9,99,0.2128789657
2013,1,7,9,99,0.1214866645
2013,1,32,5,40,0.0639347515
2013,2,32,5,10,0.1834475845
2013,1,7,9,99,0.1316309853
2013,1,32,9,99,0.2310935304
2013,2,47,0,40,0.1101250851
2013,2,47,9,99,0.0931508122
2013,2,7,9,99,0.1923019238
2013,2,20,9,99,0.1347448677
2013,1,32,0,40,0.1471635334
2013,2,32,5,40,0.1426026153
2013,1,32,5,0,0.1713447517
2013,1,7,9,99,0.156496173
2013,1,65,9,99,0.0240157141
2013,2,20,9,99,0.1612474909
2013,1,32,5,40,0.0952312412
2013,2,65,9,99,0.1777620912
2013,1,7,9,99,0.0930050179
2013,1,32,5,40,0.3292494065
2013,1,47,0,0,0.0938180763
2013,2,47,5,9,0.2244597643
2013,2,47,5,45,0.0611180301
2013,1,7,9,99,0.144460857
2013,2,32,9,99,0.1284303291
2013,2,20,9,99,0.2695706403
2013,2,7,9,99,0.1559322914
2013,2,20,9,99,0.1613678955
2013,1,32,5,10,0.2317083279
2013,2,47,9,99,0.2432386953
2013,2,7,9,99,0.1202293265
2013,2,47,5,36,0.2536430391
2013,2,47,9,99,0.1496370652
2013,2,47,9,99,0.27424730939999997
2013,2,65,9,99,0.0648985883
2013,1,47,0,40,0.2780133786
2013,1,32,9,99,0.2364404829
2013,2,32,0,25,0.0933730739
2013,2,65,9,99,0.0910561334
2013,1,7,9,99,0.2438584549
2013,2,32,0,35,0.1600302912
2013,2,47,5,0,0.196025692
2013,2,7,9,99,0.2456332845
2013,1,47,5,36,0.1861239159
2013,2,47,9,99,0.1165498939
2013,1,32,0,40,0.1562905772
2013,1,75,9,99,0.0549658184
2013,1,47,9,99,0.1075058968
2013,2,32,9,99,0.2074676746
2013,2,47,9,99,0.2983211058
2013,1,32,9,99,0.2459745479
2013,2,65,9,99,0.1290365885
2013,2,32,5,55,0.2944367504
2013,2,47,9,99,0.1003454935
2013,2,65,9,99,0.1527795088
2013,1,20,9,99,0.0711072311
2013,2,47,5,32,0.2731476331
2013,2,65,9,99,0.0801103252
2013,2,65,9,99,0.1870273204
2013,1,65,9,99,0.0556982534
2013,2,20,9,99,0.1283047002
2013,2,75,9,99,0.0913467593
2013,1,20,9,99,0.137708124
2013,2,47,9,99,0.1681355224
2013,1,7,9,99,0.0453440094
2013,2,47,9,99,0.067815312
2013,2,75,9,99,0.0529329336
2013,1,32,0,10,0.1931226354
2013,2,47,5,24,0.0545893772
2013,1,47,0,60,0.2723968848
2013,1,75,9,99,0.1525968973
2013,1,65,9,99,0.0671355037
2013,1,7,9,99,0.2241283496
2013,2,7,9,99,0.1562051559
2013,1,47,0,50,0.1064636956
2013,1,75,9,99,0.0777464417
2013,2,75,9,99,0.217603499
2013,2,32,9,99,0.072612619
2013,1,47,5,40,0.1743479936
2013,1,65,5,50,0.14098026860000001
2013,2,7,9,99,0.2628317622
2013,2,47,9,99,0.1754704295
2013,2,7,9,99,0.1547176673
2013,1,65,9,99,0.258848686
2013,2,32,5,30,0.3166682988
2013,2,75,9,99,0.0458394896
2013,2,65,9,99,0.0451921275
2013,2,65,9,99,0.1637587311
2013,2,32,5,0,0.0780666663
2013,1,32,5,40,0.0442490987
2013,1,7,9,99,0.1388660976
2013,2,32,9,99,0.0676775882
2013,1,32,0,50,0.299636442
2013,2,47,5,24,0.0343626579
2013,2,65,9,99,0.0457750879
2013,1,75,9,99,0.0691782083
2013,2,75,9,99,0.0771297116
2013,2,20,9,99,0.2258151382
2013,2,47,9,99,0.1015794819
2013,1,65,9,99,0.1819087305
2013,2,65,9,99,0.0718277182
2013,2,7,9,99,0.2088816216
2013,1,7,9,99,0.0585945274
2013,1,65,0,50,0.097623206
2013,2,47,9,99,0.0951592613
2013,2,47,5,20,0.2047897359
2013,1,32,5,40,0.2586423428
2013,1,32,9,99,0.1192070789
2013,1,47,9,99,0.1635924069
2013,2,32,9,99,0.0861773501
2013,2,32,9,99,0.05929293
2013,1,65,9,99,0.0819650065
2013,1,65,0,40,0.0742747527
2013,1,20,9,99,0.1928854306
2013,2,65,9,99,0.1312023005
2013,1,75,9,99,0.0538507011
2013,1,47,5,36,0.0421423444
2013,1,32,5,40,0.1538731993
2013,1,47,5,0,0.0686046794
2013,2,32,9,99,0.1972361831
2013,2,75,9,99,0.2131627167
2013,1,75,9,99,0.01557651
2013,1,65,0,40,0.2004121262
2013,2,47,5,27,0.1062129094
2013,1,32,5,40,0.1837598034
2013,1,7,9,99,0.0641727693
2013,2,7,9,99,0.0960178623
2013,2,20,9,99,0.2300397154
2013,1,7,9,99,0.0418199721
2013,1,65,9,99,0.0831274927
2013,2,32,5,20,0.0697339316
2013,1,47,9,99,0.1034456006
2013,2,65,5,40,0.2006908957
2013,2,65,9,99,0.0393777156
2013,1,75,9,99,0.1564262703
2013,1,47,5,40,0.1118449209
2013,1,75,9,99,0.0433880391
2013,1,32,9,99,0.2562080582
2013,2,65,9,99,0.1323153362
2013,2,32,0,0,0.4308931985
2013,2,32,9,99,0.3749539443
2013,2,47,5,6,0.0588474993
2013,1,65,9,99,0.0592658676
2013,1,7,9,99,0.0554903246
2013,1,47,5,36,0.2053934264
2013,1,20,9,99,0.2765675233
2013,1,20,9,99,0.2968076869
2013,1,47,0,60,0.0862794376
2013,1,47,5,25,0.0656554153
2013,2,65,9,99,0.075013112
2013,2,65,9,99,0.033081126
2013,1,7,9,99,0.2009272475
2013,1,7,9,99,0.1182807474
2013,2,32,9,99,0.0771782762
2013,2,65,9,99,0.0635482218
2013,2,47,9,99,0.1524812603
2013,1,65,0,35,0.237649563
2013,1,32,5,32,0.1919098262
2013,2,75,9,99,0.0870505318
